caption,topic
"too late, you already took your finger off",12
Ha! Most people wouldn't be caught dead making a move this obvious!,8
"If this move upsets you, I'll take it back.",25
Chutzpah at the End of Time.,18
"Doesn’t matter who you are bud, this is Washington square park and I’m keeping your ten.",-1
Do I have time to call my estate planner before this move?,25
Reap that #@$&!!!!,61
Death slowly raised a bony middle finger,12
Not checkmate--check out.,9
"Now, do I get three wishes?",23
Checkmate is actually the biggest gambit you could make right now.,38
"Ok, that’s game.  What’s YOUR move?",-1
Checkmate.  You've run out of time!,15
"So this means I don't have to go to hell, right?",69
Hah!  You're dead!,54
Ha! You fell for the Faustian Gambit!,45
Done in by that pale horse you rode in on,62
Hate to break it to you: your time is out.,18
"Checkmate, and giving me the finger will do nothing for your reputation.",12
I also cheat on my taxes.,5
Nope. I don't lose until I take my hand off.,1
"I cheated, which means I've cheated death!",0
"Actually, I’m the one who brings the game to an end…",10
"You take my life, I take your queen. Call it even",6
I thought the end game was *your* thing?,10
"I thought I was dead, until you made that last move.",8
"I’m literally staring death in the face, and winning.",-1
Ha! Cheating? You wish….,0
How about two out of three?,23
"No, no, see, the little horsie moves like THIS...",8
Okay; this time it’s for sudden death.,20
You need to work on your endgame.,10
You were better in the movie!,49
Who’s dead now?,87
And I got today's Wordle in two guesses.,-1
"Read ‘em and weep, Reap!",61
"Checkmate! Well played, but you lack the killer instinct.",-1
"Checkmate! As the loser, you've agreed to come to the children's Halloween party next week. Right?",-1
Let’s see your endgame!,10
"I'm not cheating, death.",0
"You kill my king, I kill you.",7
Grim was always more of a doer than a thinker.,29
Let’s play again in about 50 years.,-1
And that’s the last anyone ever heard from Chester “Chess” Chesterton.,2
"Actually, if you had let me win........",1
Your Fact Checkers didn't tell you that I hold the title of GRAND MASTER?,80
TAKE THA..AA..aa..a....,52
You always fall for the sacrifice!,77
I'll do whatever it takes to win - even if it kills me,1
"That's checkmate! OK, hand over the cloak Senator McConnell.",74
"Yeah, the games up. I win.",51
And I cheated!,0
You must have a death wish.,-1
"Check fate,dude!",-1
"Unfortunately for Frank, both sides saw their final move.",19
Call that the grim weeper!,-1
"I play for fun, not life or death.",4
So now tell me how I can beat taxes.,5
That bought some time.,26
Looks like I won't be passant today!,75
"This is probably a terrible move I will regret, but checkmate!",38
Ha! Who delivers death now?,-1
"I haven’t beaten taxes yet, but I’ve beaten you, Death!”",5
My time is not up!,18
"Checkmate, now kill me.",-1
Ever see this move in Georgia?,-1
It's looking pretty grim for you!,29
"In your fa... oh, no, wait, you don’t have one",-1
Looks like we both lose.,1
Can't cheat death you say?,0
My queen got the second booster AND wears a mask to bed. Checkmate!,6
I think it’s just a piece of broccoli.,47
"As Steve attempted to explain the rules of castling, Death was convinced it was an attempt to cheat him.",0
Taxes wins again!,5
"I know it looks grim,but until I take my hand off the piece,you can’t make a move.",84
Good game! See you next week?,42
Ha! It's not over until I take my hand off the piece! I'm immortal!,60
I won't take your bishop if you don't take my life. Deal?,28
Check  Mate!  And now I challenge you to a game of Twister !,-1
"Okay, how ‘bout 2 out of 3?",23
"I finally beat death, only to go to work tomorrow",21
Do you really think you can cheat death?,0
See how it feels?,-1
I'll make sure it is OK for you.,-1
Ah Ha! And they said you can't be beat...,34
Ha! Checkmate number three! Now get your ass over to the Supreme Court.,66
Sit down Doug! It’s still my move.,25
A rematch in Samarrah? Sure!,59
"King me, sucker!",7
I guess you can beat death.,21
"One more? If I win, you have to take the guy who invented comic sans instead!",1
I didn't take my finger off it yet.,12
"Just one game. C’mon, live a little!",4
"Pale horse to C7. Mate in three. As you sow, so shall you....",62
Hope you are not a sore loser.,40
"Bet you didn't see that coming! 

Funny you should mention that....",26
Not today!,42
#,-1
Do they seriously not have The Queens Gambit where you come from?,24
"... and this is move I call ""Reaper Madness"". Check mate!",36
What say we play again for eternal life?,4
Check!  So whatever happened to Max von Sydow?,-1
"You shouldn't have challenged me to a sudden-death match!""",20
Are you sure you can't see any boogers?,55
this is why I like rock paper scissors,-1
I'm just gonna put your king right back here...we good?,7
Your King's soul in exchange for mine.,7
Wait. Let’s do two out of three.,23
"By promoting this pawn to another knight, I now control all four horsemen.",-1
"You can't defy your way out of this one, Death!",-1
"Ha, I won without cheating death!",0
Have it your way! I will pry your King from your cold dead fingers.,7
"Dont underestimate me, I went to film school!",49
That was your last mistake,-1
Check-mort!,-1
"And no Death, I didn't cheat.",0
You will discover that I am a poor loser!,40
No more variants!,17
Checkmate! Ingmar owes me 10 bucks!,-1
"yes, definitely a booger",-1
Would it really kill you to lose a game every now and then?,-1
Take another look.  You sure you want to make that move?,25
And they said our match would last an eternity.,20
Seat belts and the Queen's Gambit... gets you every time!,24
"Okay, I'll go with you now, but you have to delete my browser history like you promised",-1
And they told me I couldn’t beat Death!,21
This is how he mocks death.,37
If you touch me there's no rematch.,59
Told you a few cigarrettes and those extra burguers wouldn’t be the death of me,-1
"Yes my name is Junior, Bobby Fischer Jr!",68
How 'bout best two out of three?,13
"Checkmate! That's 30 extra years! Blitz you for 10 more?""",35
"Check mate! Don't cry now, grim weeper.",-1
"This cloak really itches, Steve. Next time use some fabric softener.",14
Immortality or nothing?,60
"You just can't take the Queen, can you?",6
"You might take my life, but not before I take your queen.",6
it’s called cheating,0
"Hah, so whose the grim reaper now!",36
"Checkmate...and all I can say is, death becomes you!",11
I live to play again!,4
Alright that’s checkmate now give me my cloak back.,14
I told you you’d be dead meat,53
Go fuck yourself,-1
"Are you sure? 
I get grim when I lose!",29
"Come on,I dare you!",43
You can’t visualise your way out of this one,-1
"I won the battle, but you'll win the war.",1
What does you being a bad loser have to do with visiting me again?,40
Look at me. Am I someone you really want to piss off?,40
I beat Death!,21
And I won my suit against the IRS too!,5
Can I take back that last move?,19
Do you really think you won?,1
Now give Grandma back.,32
I’d like to talk about your car’s extended warranty.,70
That's a risk I'm willing to take. Checkmate.,9
The game moves a lot slower in Sweden huh?,2
"OK, you win the first one. How about we make it best-of-seven?",13
Your time’s up!,18
Check This,3
"Come on, be a sport -- two out of three!",23
"Hah! You took your finger off! Checkmate! Game, set and death match.",-1
Ingmar Bergman taught me that move.,16
"Didn't see the movie, did you?",26
And that's how you win.,1
"Sure, I've beaten Death, but I would've preferred doing it in the game of Life.",21
"Checkmate, Loser!",15
I win! Now we’re in sudden death.,1
Checkmate! Hah! I'm going to end up with more lives than my cat!,-1
"Uh, read my lips: You timed out.",43
"Predictable strategy, Mr. One-Shroud-Fits-All!",10
Haha! Who needs to quit smoking NOW?,-1
"Your move, old man.",-1
I didn't cheat and I still won!,0
I'm going to live forever!,60
I hope it’s not checkmate for both of us.,9
I’m guessing you choose black?,27
Ha! We CAN cheat!,0
"And they said playing you was a suicide mission.""",37
Wanna do rock paper scissors next?,-1
"No one watches art house cinema anymore, my dude!",49
"I don't fear the reaper today, mate!",36
You have won but at a cost.,1
"What say we just call it a draw?""",67
Who said you could leave?,-1
There! Now stop global warming.,-1
"Reap that, your Grimness!",-1
Yahtzee!,-1
"You might capture my queen, but I'm still capturing your immortal soul, pal.",6
And this piece here can only move diagonally!,84
"And I didn’t even have to cheat, Death!",0
"Yep, beating you was much easier than living through the last 6 years.",21
Win at cheese; lose at life.,1
"Ha! I WIN! Yea, that's right just run back to the underworld like last time.""",-1
"Ah, your last good move!",19
"Don't look so grim, it's only a game.",29
"I was told I would be playing Death, not Brain Death.",37
Charlie Daniels ain’t got nuthin on me!,-1
"But I said ""checkmate!""",9
"Pssst.. I always win, Jerry.",1
Uh-oh.,57
"Lucky for you, this death is only figurative.",37
"We’ll, now. That was a real treat. Game of a lifetime I’d say.",4
"Nice move, but now it’s time for your endgame.",-1
Little did Steve know this was the first chess game in history that was about to end in sudden death.,2
"As you can see, I will live on forever through my NFTs",60
"You didn't think I've seen that Bergman movie too, did you?",16
I think I just cheated Death!,0
Go ahead and make my day,42
Hah! That's check and mate,3
Checkmate!  Now hand over the sickle..,-1
"I just had a multi-vitamin, a kombucha and a COVID booster. Check mate!",-1
"So for every piece I win, you take off an article of clothing!",14
"Best 24,962,048 out of 49,924,095?",13
You won an all expenses paid trip to purgatory.,-1
Let's switch to checkers.,56
I'm not the queen and this is no gambit.,24
"Checkmate, I won. ! It's your turn to take off a hood.",14
"Well, of course I know you can't cheat death. Why?",0
Losing is worse than death for me.,-1
Oh yeah you do have something between your teeth!,64
"I win, and I cheated death.",-1
I CAN cheat death!,0
Check Mate! Go reap your grim somewhere else.,-1
"Turns out Death is not so
 great at board games.  Who knew?",-1
"Check and mate. Now, strip.",3
Taxes for the win!,5
"No, not my queen! Take me instead!",6
Now can we go to Waffle House?,32
"My name is Max, not Antonius. Checkmate!",-1
"Can't help it, but the devil made me do it!!",44
"...and this one's called the ""Fool's Gambit!",45
Who knew all this excitement would give me chest pain?,-1
Check Mate! Now do I get to see you naked?,14
`Sure he wasn't the most fun playing partner but the Reaper knew a few lethal moves.,36
"Aha!   Gotcha!  The ""Death Gambit""",45
First it was 2 out of 3. Then 4 out of 5.  You're such a sore loser.,-1
You’d better play the game of your life.,4
What did I win?,1
Easier than when I played the IRS!,5
"not check out!, check out! - Checkmate! Checkmate!",3
