,caption,topic,aggregated_theme
443,you can use it as long as your mother is ok with it.,-1,Family roles
441,i brought my mother. she's very stiff.,-1,Family roles
440,"i appreciate your effort, but you still can’t date my daughter.",-1,Family roles
439,"this is about a girl, isn't it?",-1,Family roles
437,"i'm sorry, but erin andrews doesn't take classes here anymore.",-1,Family roles
52368,what time is your mother arriving?,-1,Family roles
52364,"this is not another ploy by your mother, is it?",-1,Family roles
52360,they are from your mother!,-1,Family roles
52358,"trust me beverly, i am aware of the irony of this situation",-1,Family roles
52387,apologizing for that nasty mistake with your mother.,-1,Family roles
52379,i’ve survived worse at your mother’s house.,-1,Family roles
436,no i will not be your jasmine and take a carpet ride with you!,-1,Family roles
52340,"say, your mother is fond of popovers, isn't she?",-1,Family roles
52336,i ordered cookies for your mother.,-1,Family roles
52334,"it's not for us, it's for your mother.",-1,Family roles
52330,has your mother tried these?,-1,Family roles
468,"see that, she didn't even ask....",-1,Family roles
466,she wouldn't stop staring! you think it was my new cuff links?,-1,Family roles
464,did you see the size of that lady's purse?,-1,Family roles
463,i think she's impressed.,-1,Family roles
461,we can be done before your wife finds out you borrowed her priceless antique rug.,-1,Family roles
460,i'm certain your grandmother hadn't intended this when she asked you to have it steam cleaned.,-1,Family roles
456,the new girl is old money.,-1,Family roles
52351,i ordered takeout for your mom.,-1,Family roles
52350,it’s either this or your mother’s casserole.,-1,Family roles
52346,tell your mother not to be rude and come meet our new neighbor,-1,Family roles
52341,i ordered them for your mother.,-1,Family roles
452,"if you have to roll your wife in a rug to get her here, her chakras aren't open.",-1,Family roles
482,how else to let her know that the deal is doa.,-1,Family roles
480,why was she staring at us?,-1,Family roles
479,i think she thought you looked pretty weird.,-1,Family roles
477,i will not tolerate another threesome joke... lady,-1,Family roles
475,negotiations will be short once they see it's written in stone.,-1,Family roles
473,"'nice suit, i like your briefcase.' of course she was talking to me.",-1,Family roles
471,she was totally checking me out.,-1,Family roles
470,do you think she noticed?,-1,Family roles
469,"'nice briefcase', she says... pfft, nothing about this case is brief...",-1,Family roles
52308,the cook burned the menus before she left but i think if you look over the leftovers you'll find something you'll like,-1,Family roles
52306,"i’m sorry, ma’am, but stacey stole our last bag of potatoes. can i offer you some pagpag as an alternative?",-1,Family roles
21509,she did say that she was going to battle over this next deal.,-1,Family roles
52297,"bon appetit!""- charlotte stockley, ny",-1,Family roles
52315,and madam the buffet will overwhelm you.,-1,Family roles
52313,"no, we do not serve hamburgers here, you turd-infested poltroon. i hope whatever maggot-infested shit heap you were raised in is destroyed, as is your mother’s malformed womb. if you breed i pray that child learns the consequence of your ignorance.",-1,Family roles
21468,"it took a lot of blood, sweat and tears but she finally forged the deal.",-1,Family roles
52266,i'll have what she's having,-1,Family roles
498,did you notice anything odd about her?,-1,Family roles
497,"madam president requested a massage table and three suits, go figure.",-1,Family roles
496,assisted living works for my mother.,-1,Family roles
495,is she still looking at my butt?,-1,Family roles
494,she can't handle the truth!,-1,Family roles
493,"get it through your brain, janice. we only have 3 handles!",-1,Family roles
491,she asked for a three-way.,-1,Family roles
489,"how about, ""i know that the boss said that we should team up on the next case, but this is really cramping my style with joan""",-1,Family roles
487,i wonder if she thinks we're compensating.,-1,Family roles
485,i hope this huuuge case distracted her from noticing our small hands.,-1,Family roles
52288,"meatballs are on the fire, enjoy the lady and the tramp  recreate in a few seconds.",-1,Family roles
52287,"since we are still renovating the outdoor seating area, jean pierre will rummage through this garbage tableside.",-1,Family roles
52285,"as per the lady's request, i will now see myself out.",-1,Family roles
21467,"up until then, it was my granddaughter's favorite birthday party.",-1,Family roles
483,i told her it was the gun legislation.,-1,Family roles
512,she's probably never seen one that long,-1,Family roles
511,"technically, i'm not lying. i told my wife that the fbi finally has me be working on a really big case.",-1,Family roles
510,she said it was the longest one she's ever seen.,-1,Family roles
508,i told her it was a monty python case. she laughed and didn't get suspicious.,-1,Family roles
507,maybe we should've told her that we just share a briefcase...,-1,Family roles
506,we need somebody more flat-chested than her.,-1,Family roles
505,"stop worrying, she's not focused on our small hands...",-1,Family roles
503,did you see her face when i said 'let's get horizontal?',-1,Family roles
52252,"tonight’s summer special is a tuna salad sandwich, and of course, we are including a complimentary garbage can.",-1,Family roles
52250,"yes ma’am, it came fresh from new jersey this morning",-1,Family roles
52249,i’m so sorry: we are sold out of the : composed cheese & summer berries platter .,-1,Family roles
52248,"we’ve paired tonight’s menu with a lovely 2021 trash can punch with notes of baking spice, stone fruit, and banana peel.",-1,Family roles
52274,trashcan punch for the lady?,-1,Family roles
52270,apologies for the delay. your daughter wants you to know this is what you get for raising a perfectionist.,-1,Family roles
52269,the chef lost her diamond nose ring. we’re going to need you to purge before the dessert course…,-1,Family roles
52267,"i said virginia ham, abie; not garbage can",-1,Family roles
527,i'm sure she would have loved you if we had the right briefcase.,-1,Family roles
21465,our former ceo didn’t fully embrace the whole stone thing.,-1,Family roles
525,"i thought it was rude how you called me a ""stonehenge looking motherf*cker"" in front of that lady. actually, it was rude in general.",-1,Family roles
524,cleopatra should help us with this briefcase like she did when we fought pompey.,-1,Family roles
523,she could have given one of us her number.,-1,Family roles
520,i suppose she thinks a woman should hold the next handle!,-1,Family roles
519,didn't i tell you? you saw the way the way that babe eyed us when she saw our cool partner briefcase.,-1,Family roles
518,are you cheating on your wife with the paralegal tonight or am i? i know fred was last night.,-1,Family roles
517,she stared because you're on the wrong side.,-1,Family roles
52242,culinary surprises await you as part of our immersive “lady and the tramp” dining experience.,-1,Family roles
52237,"that’s right madame, it’s can-cured and served fresh at your table”",-1,Family roles
52236,"monsieur and mademoiselle i regret to inform you that your dom perignon was disgorged in the j&j freezer instead of the pfizer, therefore the cdc recommends you regurgitate immediately. we had to do something to stay afloat during the pandemic...",-1,Family roles
52234,"yeah diane, there's obviously a reason for our 1 star yelp review.",-1,Family roles
52229,"""are you here to dine with your date or trash her?",-1,Family roles
21463,i think the board has lost faith in the interview process.,-1,Family roles
513,"some women find three ventriloquists, and one dummy, quite refreshing.",-1,Family roles
542,"if you stop looking at me like that, maybe she won’t realize it’s a corpse.",-1,Family roles
541,what does she even do here?,-1,Family roles
538,"mother says, ""stay together!""",-1,Family roles
535,i wonder how she guessed that we all work together?,-1,Family roles
534,"why'd she have to unload all her baggage on us?"" ""i know. i never even met the girl.",-1,Family roles
533,this is just her carry-on.,-1,Family roles
52228,it’s pronounced garbahge madam,-1,Family roles
52224,"as their server approached with their entree, sharon realized with horror that she had again fallen for three raccoons in a human suit.",-1,Family roles
21462,since when do they make desks out of stone?,-1,Family roles
52221,"and, voila, madame's garbage salad with sweet italian vinaigrette.",-1,Family roles
52216,"yes, the dumpster fire is served rare; and for you, madam?",-1,Family roles
52214,madam i assure you it’s locally sourced.,-1,Family roles
531,she's onto us.,-1,Family roles
530,she said we're over-compensating for the size of our hands.,-1,Family roles
529,the amount of clothes my wife needs for a two-day trip never ceases to amaze me.,-1,Family roles
20128,this is something of a reprieve. i left a woman scorned.,-1,Family roles
