Occupation,Job Zone,Code,Synonyms
asphalt laboratory technician,,,"['asphalt laboratory technician', 'asphalt laboratory technicians']"
asphalt plant operator,,,"['asphalt plant operator', 'asphalt plant operators']"
assessor of prior learning,,,"['assessor of prior learning', 'assessor of prior learnings']"
asset manager,,,"['asset manager', 'asset managers']"
assistant clinical psychologist,,,"['assistant clinical psychologist', 'assistant clinical psychologists']"
assistant lecturer,,,"['assistant lecturer', 'assistant lecturers']"
assistant outdoor animator,,,"['assistant outdoor animator', 'assistant outdoor animators']"
assistant stage director,,,"['assistant stage director', 'assistant stage directors']"
assistant video director,,,"['assistant video director', 'assistant video directors']"
assistive technologist,,,"['assistive technologist', 'assistive technologists']"
atm repair technician,,,"['atm repair technician', 'atm repair technicians']"
attraction operator,,,"['attraction operator', 'attraction operators']"
au pair,,,"['au pair', 'au pairs']"
auction house manager,,,"['auction house manager', 'auction house managers']"
auctioneer,,,"['auctioneer', 'auctioneers']"
audio describer,,,"['audio describer', 'audio describers']"
audio manager,,,"['audio manager', 'audio managers']"
audio production technician,,,"['audio production technician', 'audio production technicians']"
audio seller,,,"['audio seller', 'audio sellers']"
audio-visual technician,,,"['audio-visual technician', 'audio-visual technicians']"
audiology equipment shop manager,,,"['audiology equipment shop manager', 'audiology equipment shop managers']"
audiology equipment specialised seller,,,"['audiology equipment specialised seller', 'audiology equipment specialised sellers']"
audiology technician,,,"['audiology technician', 'audiology technicians']"
audit supervisor,,,"['audit supervisor', 'audit supervisors']"
auditing clerk,,,"['auditing clerk', 'auditing clerks']"
auger press operator,,,"['auger press operator', 'auger press operators']"
automated assembly line operator,,,"['automated assembly line operator', 'automated assembly line operators']"
automated cable vehicle controller,,,"['automated cable vehicle controller', 'automated cable vehicle controllers']"
automated cutting machine operator,,,"['automated cutting machine operator', 'automated cutting machine operators']"
automated fly bar operator,,,"['automated fly bar operator', 'automated fly bar operators']"
automated optical inspection operator,,,"['automated optical inspection operator', 'automated optical inspection operators']"
automation engineer,,,"['automation engineer', 'automation engineers']"
automation engineering technician,,,"['automation engineering technician', 'automation engineering technicians']"
automation vocational teacher,,,"['automation vocational teacher', 'automation vocational teachers']"
automotive battery technician,,,"['automotive battery technician', 'automotive battery technicians']"
automotive brake technician,,,"['automotive brake technician', 'automotive brake technicians']"
automotive designer,,,"['automotive designer', 'automotive designers']"
automotive electrician,,,"['automotive electrician', 'automotive electricians']"
automotive engineer,,,"['automotive engineer', 'automotive engineers']"
automotive engineering drafter,,,"['automotive engineering drafter', 'automotive engineering drafters']"
automotive engineering technician,,,"['automotive engineering technician', 'automotive engineering technicians']"
automotive test driver,,,"['automotive test driver', 'automotive test drivers']"
autonomous driving specialist,,,"['autonomous driving specialist', 'autonomous driving specialists']"
auxiliary nursing teacher,,,"['auxiliary nursing teacher', 'auxiliary nursing teachers']"
aviation communications manager,,,"['aviation communications manager', 'aviation communications managers']"
aviation data communications manager,,,"['aviation data communications manager', 'aviation data communications managers']"
aviation ground systems engineer,,,"['aviation ground systems engineer', 'aviation ground systems engineers']"
aviation inspector,,,"['aviation inspector', 'aviation inspectors']"
aviation meteorologist,,,"['aviation meteorologist', 'aviation meteorologists']"
aviation safety officer,,,"['aviation safety officer', 'aviation safety officers']"
aviation surveillance manager,,,"['aviation surveillance manager', 'aviation surveillance managers']"
avionics inspector,,,"['avionics inspector', 'avionics inspectors']"
avionics technician,,,"['avionics technician', 'avionics technicians']"
babysitter,,,"['babysitter', 'babysitters']"
back office specialist,,,"['back office specialist', 'back office specialists']"
bacteriology technician,,,"['bacteriology technician', 'bacteriology technicians']"
baggage flow supervisor,,,"['baggage flow supervisor', 'baggage flow supervisors']"
bakery shop manager,,,"['bakery shop manager', 'bakery shop managers']"
bakery specialised seller,,,"['bakery specialised seller', 'bakery specialised sellers']"
baking operator,,,"['baking operator', 'baking operators']"
band saw operator,,,"['band saw operator', 'band saw operators']"
bank account manager,,,"['bank account manager', 'bank account managers']"
bank manager,,,"['bank manager', 'bank managers']"
bank teller,,,"['bank teller', 'bank tellers']"
bank treasurer,,,"['bank treasurer', 'bank treasurers']"
banking products manager,,,"['banking products manager', 'banking products managers']"
bankruptcy trustee,,,"['bankruptcy trustee', 'bankruptcy trustees']"
basketmaker,,,"['basketmaker', 'basketmakers']"
bathroom fitter,,,"['bathroom fitter', 'bathroom fitters']"
bathroom shop manager,,,"['bathroom shop manager', 'bathroom shop managers']"
battery assembler,,,"['battery assembler', 'battery assemblers']"
battery maintenance technician,,,"['battery maintenance technician', 'battery maintenance technicians']"
battery manufacturing technician,,,"['battery manufacturing technician', 'battery manufacturing technicians']"
battery simulation engineer,,,"['battery simulation engineer', 'battery simulation engineers']"
battery system engineer,,,"['battery system engineer', 'battery system engineers']"
battery test technician,,,"['battery test technician', 'battery test technicians']"
beauty salon attendant,,,"['beauty salon attendant', 'beauty salon attendants']"
beauty salon manager,,,"['beauty salon manager', 'beauty salon managers']"
beauty vocational teacher,,,"['beauty vocational teacher', 'beauty vocational teachers']"
bed operator,,,"['bed operator', 'bed operators']"
bee breeder,,,"['bee breeder', 'bee breeders']"
beer sommelier,,,"['beer sommelier', 'beer sommeliers']"
behavioural scientist,,,"['behavioural scientist', 'behavioural scientists']"
belt builder,,,"['belt builder', 'belt builders']"
benefits advice worker,,,"['benefits advice worker', 'benefits advice workers']"
bereavement counsellor,,,"['bereavement counsellor', 'bereavement counsellors']"
bespoke footwear technician,,,"['bespoke footwear technician', 'bespoke footwear technicians']"
betting manager,,,"['betting manager', 'betting managers']"
beverage filtration technician,,,"['beverage filtration technician', 'beverage filtration technicians']"
beverage packaging technologist,,,"['beverage packaging technologist', 'beverage packaging technologists']"
beverages distribution manager,,,"['beverages distribution manager', 'beverages distribution managers']"
beverages shop manager,,,"['beverages shop manager', 'beverages shop managers']"
beverages specialised seller,,,"['beverages specialised seller', 'beverages specialised sellers']"
bicycle assembler,,,"['bicycle assembler', 'bicycle assemblers']"
bicycle courier,,,"['bicycle courier', 'bicycle couriers']"
bicycle mechanic,,,"['bicycle mechanic', 'bicycle mechanics']"
bicycle shop manager,,,"['bicycle shop manager', 'bicycle shop managers']"
bid manager,,,"['bid manager', 'bid managers']"
big data archive librarian,,,"['big data archive librarian', 'big data archive librarians']"
billing clerk,,,"['billing clerk', 'billing clerks']"
bindery operator,,,"['bindery operator', 'bindery operators']"
bingo caller,,,"['bingo caller', 'bingo callers']"
biochemical engineer,,,"['biochemical engineer', 'biochemical engineers']"
biochemistry technician,,,"['biochemistry technician', 'biochemistry technicians']"
biogas technician,,,"['biogas technician', 'biogas technicians']"
bioinformatics scientist,,,"['bioinformatics scientist', 'bioinformatics scientists']"
biology lecturer,,,"['biology lecturer', 'biology lecturers']"
biology teacher secondary school,,,"['biology teacher secondary school', 'biology teacher secondary schools']"
biology technician,,,"['biology technician', 'biology technicians']"
biomedical engineer,,,"['biomedical engineer', 'biomedical engineers']"
biomedical scientist,,,"['biomedical scientist', 'biomedical scientists']"
biomedical scientist advanced,,,"['biomedical scientist advanced', 'biomedical scientist advanceds']"
biometrician,,,"['biometrician', 'biometricians']"
biotechnical technician,,,"['biotechnical technician', 'biotechnical technicians']"
blacksmith,,,"['blacksmith', 'blacksmiths']"
blanching operator,,,"['blanching operator', 'blanching operators']"
bleacher operator,,,"['bleacher operator', 'bleacher operators']"
blender operator,,,"['blender operator', 'blender operators']"
blending plant operator,,,"['blending plant operator', 'blending plant operators']"
block machine operator,,,"['block machine operator', 'block machine operators']"
blockchain architect,,,"['blockchain architect', 'blockchain architects']"
blockchain developer,,,"['blockchain developer', 'blockchain developers']"
blogger,,,"['blogger', 'bloggers']"
blow moulding machine operator,,,"['blow moulding machine operator', 'blow moulding machine operators']"
boat rigger,,,"['boat rigger', 'boat riggers']"
boatswain,,,"['boatswain', 'boatswains']"
body artist,,,"['body artist', 'body artists']"
bodyguard,,,"['bodyguard', 'bodyguards']"
boiler operator,,,"['boiler operator', 'boiler operators']"
bomb disposal technician,,,"['bomb disposal technician', 'bomb disposal technicians']"
book editor,,,"['book editor', 'book editors']"
book publisher,,,"['book publisher', 'book publishers']"
book restorer,,,"['book restorer', 'book restorers']"
book-sewing machine operator,,,"['book-sewing machine operator', 'book-sewing machine operators']"
bookkeeper,,,"['bookkeeper', 'bookkeepers']"
bookmaker,,,"['bookmaker', 'bookmakers']"
bookshop manager,,,"['bookshop manager', 'bookshop managers']"
bookshop specialised seller,,,"['bookshop specialised seller', 'bookshop specialised sellers']"
boom operator,,,"['boom operator', 'boom operators']"
boring machine operator,,,"['boring machine operator', 'boring machine operators']"
botanical technician,,,"['botanical technician', 'botanical technicians']"
botanicals specialist,,,"['botanicals specialist', 'botanicals specialists']"
botanist,,,"['botanist', 'botanists']"
bottling line operator,,,"['bottling line operator', 'bottling line operators']"
boxing instructor,,,"['boxing instructor', 'boxing instructors']"
braiding machine operator,,,"['braiding machine operator', 'braiding machine operators']"
braiding textile technician,,,"['braiding textile technician', 'braiding textile technicians']"
branch manager,,,"['branch manager', 'branch managers']"
brand manager,,,"['brand manager', 'brand managers']"
brazier,,,"['brazier', 'braziers']"
breakfast operator,,,"['breakfast operator', 'breakfast operators']"
brew house operator,,,"['brew house operator', 'brew house operators']"
brewmaster,,,"['brewmaster', 'brewmasters']"
brick caster,,,"['brick caster', 'brick casters']"
bricklayer,,,"['bricklayer', 'bricklayers']"
bricklaying supervisor,,,"['bricklaying supervisor', 'bricklaying supervisors']"
bridge construction supervisor,,,"['bridge construction supervisor', 'bridge construction supervisors']"
bridge inspector,,,"['bridge inspector', 'bridge inspectors']"
bridge operator,,,"['bridge operator', 'bridge operators']"
brigadier,,,"['brigadier', 'brigadiers']"
briquetting machine operator,,,"['briquetting machine operator', 'briquetting machine operators']"
broadcast news editor,,,"['broadcast news editor', 'broadcast news editors']"
broadcast technician,,,"['broadcast technician', 'broadcast technicians']"
broadcasting programme director,,,"['broadcasting programme director', 'broadcasting programme directors']"
brokerage firm director,,,"['brokerage firm director', 'brokerage firm directors']"
brush maker,,,"['brush maker', 'brush makers']"
budget analyst,,,"['budget analyst', 'budget analysts']"
budget manager,,,"['budget manager', 'budget managers']"
building caretaker,,,"['building caretaker', 'building caretakers']"
building cleaner,,,"['building cleaner', 'building cleaners']"
building construction worker,,,"['building construction worker', 'building construction workers']"
