caption,mean,precision,votes,not_funny,somewhat_funny,funny,funny_score_scaled,funny_group,topic_nb,aggregated_topic
"There”
I win......
Whatcha gonna do about it",1.4476987447698744,0.0441938910023456,239,158,55,26,30.304147465437794,mid_funny,3,checkmate_win_lose
Checkmate! You should stick to Russian Roulette.,1.450354609929078,0.0410921059798583,282,187,63,32,30.267281105990786,mid_funny,30,pop_culture
Is that your final move?,1.4375,0.0436386085368086,224,146,58,20,30.24884792626728,mid_funny,2,chess_mechanics_pieces
"I know you'll have the last laugh, but not today.",1.4330357142857142,0.0426809033106473,224,145,61,18,30.230414746543783,mid_funny,15,time_endgame_clock
Best of eleven?,1.4253393665158371,0.041072143976784,221,141,66,14,30.230414746543783,mid_funny,8,deals_bets_rematches
"For someone whose been playing all eternity, you stink.",1.444015444015444,0.0420114389177934,259,171,61,27,30.19354838709678,mid_funny,6,chess_life_game
"Yes, I know who you are, but you still can't move your knight that way!",1.451219512195122,0.0447908018542942,246,165,51,30,30.17511520737327,mid_funny,33,death_grim_reaper_afterlife
I’ve been dying to try this move.,1.451851851851852,0.0424491295319276,270,180,57,32,30.15668202764977,mid_funny,2,chess_mechanics_pieces
And everyone said you couldn’t be beaten!,1.4325581395348836,0.0439250346901772,215,140,57,18,30.15668202764977,mid_funny,10,death_grim_reaper_afterlife
This is the last time we play a sudden death match!,1.4377880184331795,0.0451170317909077,217,143,53,21,30.13824884792627,mid_funny,22,death_grim_reaper_afterlife
I told you I would cheat Death.,1.4365079365079363,0.0413183366301847,252,165,64,23,30.119815668202765,mid_funny,1,checkmate_win_lose
"No, no, no. You took your finger off.",1.4425531914893617,0.0443117270291099,235,156,54,25,30.119815668202765,mid_funny,16,body_parts
There IS a God!,1.4311926605504588,0.0434886056752755,218,142,58,18,30.119815668202765,mid_funny,-1,misc
Ha! I win . . . ironically in sudden death.,1.4417670682730923,0.0428540408673568,249,165,58,26,30.101382488479267,mid_funny,3,checkmate_win_lose
"Sorry to cheat, Death.",1.4292035398230087,0.0423886723141212,226,147,61,18,30.064516129032263,mid_funny,1,checkmate_win_lose
"A simple ""Congratulations!"" without the bony finger would be fine.",1.4345794392523366,0.0450683382028432,214,141,53,20,30.064516129032263,mid_funny,16,body_parts
Can't we just play for FUN sometimes?,1.4486692015209126,0.0426015639275328,263,175,58,29,30.00921658986175,mid_funny,6,chess_life_game
"Sudden death, mate!",1.4429824561403508,0.0457352645984368,228,153,49,26,29.99078341013825,mid_funny,22,death_grim_reaper_afterlife
"Checkmate, again! I'll see you next year.",1.429951690821256,0.0451000117247234,207,136,53,18,29.99078341013825,mid_funny,0,checkmate_win_lose
It didn't work in The Seventh Seal either.,1.43265306122449,0.0417376774085488,245,161,62,22,29.99078341013825,mid_funny,25,pop_culture
"You were right, the end always comes sooner than you think!",1.4248927038626609,0.0410152221977556,233,151,65,17,29.99078341013825,mid_funny,17,time_endgame_clock
Do I look like the kinda person who takes losing lightly?,1.4265402843601895,0.0439556654854482,211,138,56,17,29.97235023041475,mid_funny,-1,misc
"If bishop takes queen,
Death takes Bob.",1.440329218106996,0.0440070251721949,243,163,53,27,29.91705069124424,mid_funny,29,chess_mechanics_pieces
"Caught up in the excitement of the moment, Steve realized it was too late to reconsider.",1.4251207729468598,0.044538862112526,207,136,54,17,29.880184331797235,mid_funny,1,checkmate_win_lose
"Okay, let me tell you why that was a bad move.",1.417989417989418,0.0450082972258723,189,123,53,13,29.861751152073733,mid_funny,2,chess_mechanics_pieces
"You might want to reconsider,Steve",1.4196891191709844,0.0449900384013252,193,126,53,14,29.861751152073733,mid_funny,-1,misc
"Not so inevitable now, is it?",1.424390243902439,0.0448383164727999,205,135,53,17,29.843317972350235,mid_funny,-1,misc
Not to be a kill joy... But game over.,1.4291187739463602,0.0402502299334618,261,172,66,23,29.82488479262673,mid_funny,-1,misc
"Remind me, what are we playing for?",1.4336283185840708,0.04467833792367,226,151,52,23,29.82488479262673,mid_funny,6,chess_life_game
Then Bill made a death-defying move.,1.4448979591836737,0.0452690042326067,245,167,47,31,29.80645161290323,mid_funny,2,chess_mechanics_pieces
I think that's your final gambit.,1.4196428571428572,0.041626131864867,224,146,62,16,29.80645161290323,mid_funny,11,pop_culture
I'm vaccinated and boosted. Checkmate!,1.4394618834080717,0.0464757513516624,223,151,46,26,29.80645161290323,mid_funny,24,pop_culture
"What do you mean ""It ain't over til it's over?""",1.421940928270042,0.0413871927123245,237,155,62,19,29.788018433179722,mid_funny,-1,misc
Doug cheated Death for the last time.,1.4424778761061947,0.0468794584668293,226,154,44,28,29.788018433179722,mid_funny,1,checkmate_win_lose
Keith was prone to losing site of the big picture.,1.4353448275862069,0.0446892565829532,232,156,51,25,29.769585253456224,mid_funny,1,checkmate_win_lose
I win. As agreed you've got to take my ex instead.,1.4279475982532752,0.0437771564536319,229,152,54,22,29.769585253456224,mid_funny,-1,misc
Stalemate! Now send me to purgatory.,1.4265402843601895,0.0449708083574633,211,140,52,19,29.769585253456224,mid_funny,-1,misc
That was your last move.,1.4077669902912622,0.0412185838045568,206,133,62,11,29.677419354838715,mid_funny,2,chess_mechanics_pieces
Is this a date? It feels like a date.,1.4292682926829268,0.0469603020896947,205,138,46,21,29.658986175115206,mid_funny,-1,misc
I’ll take your cloak too.,1.4137931034482758,0.0434011569329346,203,133,56,14,29.640552995391708,mid_funny,18,checkmate_win_lose
"You said best 2 out of 3, right?",1.4126984126984128,0.0449553306912232,189,124,52,13,29.640552995391708,mid_funny,8,deals_bets_rematches
"OK, you win.  But back to the real reason I am here.",1.4382470119521913,0.0440558914638377,251,171,50,30,29.622119815668203,mid_funny,3,checkmate_win_lose
It's called the dead man's move.,1.4183673469387754,0.0456632835772863,196,130,50,16,29.622119815668203,mid_funny,2,chess_mechanics_pieces
Now who's out of time?,1.448559670781893,0.0470369880897918,243,169,39,35,29.622119815668203,mid_funny,15,time_endgame_clock
See? You’re not the only one who knows how to use a pale horse!,1.423963133640553,0.0445424367041461,217,145,52,20,29.603686635944705,mid_funny,-1,misc
"No, YOU drop dead, big guy.",1.4298245614035088,0.0448001791417547,228,154,50,24,29.5852534562212,mid_funny,-1,misc
Looks like it’s your time that’s up!,1.4182692307692308,0.0443297710142547,208,138,53,17,29.5852534562212,mid_funny,15,time_endgame_clock
Is there something in my teeth?,1.4242424242424243,0.0470543471094983,198,133,46,19,29.5852534562212,mid_funny,19,body_parts
"Checkmate, again! You better not quit your night job.",1.4248927038626609,0.0432115932611957,233,156,55,22,29.566820276497698,mid_funny,0,checkmate_win_lose
Checkmate! I win! Back to eternal life!,1.411764705882353,0.0432354895976961,204,134,56,14,29.566820276497698,mid_funny,-1,misc
See? You CAN cheat death!,1.4227272727272726,0.0440965683460699,220,147,53,20,29.566820276497698,mid_funny,1,checkmate_win_lose
Looks like your endgame was overrated.,1.4291666666666667,0.0435513438259596,240,162,53,25,29.548387096774192,mid_funny,17,time_endgame_clock
Checkmate again! Wanna raise the stakes?,1.4170616113744077,0.0438752921276658,211,140,54,17,29.548387096774192,mid_funny,0,checkmate_win_lose
Who's time is running out now?,1.4355555555555557,0.0465720885899065,225,154,44,27,29.548387096774192,mid_funny,15,time_endgame_clock
Tell me again who the bell tolls for?,1.4105263157894736,0.044770819406777,190,125,52,13,29.548387096774192,mid_funny,15,time_endgame_clock
I guess it's just my lucky day.,1.4010695187165776,0.042532052705445,187,121,57,9,29.52995391705069,mid_funny,-1,misc
"Your dark knight lives, but your king is dead.",1.4126984126984128,0.0455770671268685,189,125,50,14,29.52995391705069,mid_funny,33,death_grim_reaper_afterlife
"For the life of me, I can't believe you didn't see my bishop.",1.4102564102564104,0.0445791218115967,195,129,52,14,29.456221198156683,mid_funny,29,chess_mechanics_pieces
Ha ... bet ya didn’t expect a sacrifice.,1.40990990990991,0.0413033645383053,222,146,61,15,29.456221198156683,mid_funny,31,chess_life_game
"Yeah, the end is near alright - Checkmate!",1.4158415841584158,0.0452320821690124,202,135,50,17,29.43778801843318,mid_funny,0,checkmate_win_lose
Checkmate! Now what's that surprise you promised?,1.4158415841584158,0.0452320821690124,202,135,50,17,29.43778801843318,mid_funny,0,checkmate_win_lose
... and Checkmate!  I’ll bet some Swedish auteur could make a great movie out of this.,1.412621359223301,0.044045695726213,206,137,53,16,29.419354838709676,mid_funny,13,pop_culture
"Ha! I win. Now I am Death, and you have to attend the zoom meeting!",1.4364406779661016,0.0461356695308099,236,163,43,30,29.419354838709676,mid_funny,3,checkmate_win_lose
Did you really think I'd fall for the Reaper's gambit?,1.4020100502512562,0.0421008129655506,199,130,58,11,29.400921658986174,mid_funny,11,pop_culture
Let’s not play a game that can end in sudden death.,1.4146341463414631,0.0447523868114565,205,137,51,17,29.400921658986174,mid_funny,22,death_grim_reaper_afterlife
I hope you're not a sore loser!,1.411214953271028,0.0428804389647638,214,142,56,16,29.382488479262676,mid_funny,-1,misc
Let's skip the post-game handshake.,1.4128440366972477,0.0428461582366054,218,145,56,17,29.382488479262676,mid_funny,-1,misc
That’s a death defying move.,1.4232365145228216,0.0429766163055912,241,163,54,24,29.36405529953917,mid_funny,2,chess_mechanics_pieces
Thought it'd be easy? I survived the pandemic in a flat with three children!,1.4181818181818182,0.0445277029378124,220,148,50,21,29.36405529953917,mid_funny,24,pop_culture
I want my boss gone by next Monday,1.4145077720207253,0.0467070258178545,193,130,46,17,29.327188940092167,mid_funny,-1,misc
He was always cheating death.,1.4166666666666667,0.0474786011625626,192,130,44,18,29.327188940092167,mid_funny,1,checkmate_win_lose
"A white guy eludes consequences, what else is new....",1.4166666666666667,0.0474786011625626,192,130,44,18,29.327188940092167,mid_funny,28,color_choice_white_black
I live to play another day!,1.4145077720207253,0.0467070258178545,193,130,46,17,29.327188940092167,mid_funny,6,chess_life_game
I guess I’ll die another day!,1.408839779005525,0.0469270087301618,181,121,46,14,29.327188940092167,mid_funny,-1,misc
This is a once-in-a-lifetime move.,1.407216494845361,0.0447052012180959,194,129,51,14,29.327188940092167,mid_funny,2,chess_mechanics_pieces
"Congratulations, you now own my ""time share"" in Orlando.",1.406862745098039,0.0426219740350878,204,134,56,13,29.327188940092167,mid_funny,-1,misc
Now play my mother-in-law.,1.4393305439330544,0.0468535105235978,239,167,39,33,29.327188940092167,mid_funny,-1,misc
Gotcha! And I also avoid taxes.,1.4129353233830846,0.0453637504479795,201,135,49,17,29.308755760368662,mid_funny,7,bureaucracy_taxes_insurance
Checkmate! We’re all tied. Do you want a sudden death game?,1.4057971014492754,0.0427450964875137,207,137,56,14,29.308755760368662,mid_funny,-1,misc
"You knew the stakes, hand over the robe.",1.4170854271356783,0.0468222486330043,199,135,45,19,29.29032258064516,mid_funny,18,checkmate_win_lose
That’s one game apiece. But don’t get cocky - sudden death is my specialty.,1.4080717488789238,0.041646677430031,223,148,59,16,29.29032258064516,mid_funny,22,death_grim_reaper_afterlife
Fine. You win. You can buy Twitter.,1.4272727272727272,0.044831765139836,220,150,47,23,29.29032258064516,mid_funny,-1,misc
We're playing hangman next,1.4114583333333333,0.0462650592395892,192,129,47,16,29.29032258064516,mid_funny,6,chess_life_game
"No, I never saw that Swedish movie. Why do you ask?",1.419811320754717,0.0457524237706737,212,144,47,21,29.29032258064516,mid_funny,13,pop_culture
Death be not proud...or smart.,1.4009661835748792,0.0415789302148874,207,136,59,12,29.29032258064516,mid_funny,-1,misc
Ha ha ! … checkmate… take that for an Eternity !,1.40625,0.0456174014686712,192,128,48,15,29.27188940092166,mid_funny,0,checkmate_win_lose
"Check mate, and I didn't cheat, Death.",1.4191919191919191,0.047553883735789,198,135,43,20,29.27188940092166,mid_funny,1,checkmate_win_lose
"”Let’s call it a draw, then.",1.4057142857142857,0.0473238799439419,175,117,45,13,29.27188940092166,mid_funny,26,deals_bets_rematches
I know what you’re thinking. It’s a killer move.”,1.4081632653061225,0.0449858803290237,196,131,50,15,29.27188940092166,mid_funny,2,chess_mechanics_pieces
You never should have traded your Bishop for my immortal soul.,1.4213197969543148,0.0482873729212081,197,135,41,21,29.253456221198157,mid_funny,29,chess_mechanics_pieces
"Didn't see that coming, huh?",1.3846153846153846,0.041964978891537,169,109,55,5,29.23502304147466,mid_funny,27,emotional_reactions
"Ah, you fall for your own Memento Mori gambit! Checkmate!",1.389937106918239,0.0454190386969071,159,104,48,7,29.23502304147466,mid_funny,11,pop_culture
And you said you always made the last move!,1.407216494845361,0.0452986861393695,194,130,49,15,29.216589861751157,mid_funny,2,chess_mechanics_pieces
And for my last move… checkmate.,1.4067796610169492,0.0476434472024989,177,119,44,14,29.216589861751157,mid_funny,-1,misc
"Hah--didn't expect a death-defying move, did you?",1.412621359223301,0.04510812239278,206,139,49,18,29.216589861751157,mid_funny,2,chess_mechanics_pieces
"No, I'm not playing best out of three.",1.4095744680851063,0.0469403985008543,188,127,45,16,29.19815668202765,mid_funny,8,deals_bets_rematches
Does this mean I get an extra life?,1.4137931034482758,0.0461251251957581,203,138,46,19,29.161290322580644,mid_funny,6,chess_life_game
You’re short two horsemen,1.4057142857142857,0.0480128218077256,175,118,43,14,29.161290322580644,mid_funny,-1,misc
"No, I don't think two out of three is a good idea.",1.396341463414634,0.0470742871541853,164,109,45,10,29.161290322580644,mid_funny,8,deals_bets_rematches
Checkmate!! Gimme the robe!,1.4217391304347826,0.0448805566990748,230,158,47,25,29.142857142857142,mid_funny,18,checkmate_win_lose
"Hey, it's been a little creepy, but let's do it again sometime!",1.3898305084745763,0.0431868405990324,177,116,53,8,29.142857142857142,mid_funny,-1,misc
And I thought the odds were against me.,1.4086021505376345,0.0472880445359531,186,126,44,16,29.142857142857142,mid_funny,-1,misc
I’m also not paying my taxes this year.,1.4010416666666667,0.0443465596823176,192,128,51,13,29.142857142857142,mid_funny,7,bureaucracy_taxes_insurance
"No hard feelings, I hope!",1.3928571428571428,0.0470362829193818,168,111,44,11,29.142857142857142,mid_funny,-1,misc
This is really a killer move!,1.4019607843137254,0.0431313273589607,204,136,54,14,29.12442396313364,mid_funny,2,chess_mechanics_pieces
This move is gonna be the death of me.,1.4126984126984128,0.0479835201835636,189,129,42,18,29.12442396313364,mid_funny,2,chess_mechanics_pieces
"No, Alex, it’s not the fickle finger of fate.  It’s the middle one: The deadly digit of death.",1.4222222222222225,0.0456193900419044,225,155,45,25,29.12442396313364,mid_funny,16,body_parts
