caption,topic
just as safe as hillary's server,42
"no, our arrangement will not include a wife.",127
wish i could put her in the box too.,-1
i told her it's the iphone7+++,-1
do you think she suspects anything?,86
bet it was hard for her not to ask us what this is.,208
"remember, we take no questions until after the fat lady sings.",213
"she wouldn't have laughed if she knew that the managing partner told us to ""bring in a new big case.""",-1
"they say it was the one georgina spelvin used in ""the devil in mrs. jones.""",-1
i dated a black girl once and if it were up to me you wouldn't be standing in the back.,-1
did you see her shoes? weird.,35
"she may be a mom, a wife, a caregiver, a food provider, a teacher, a cleaner, and our coworker, but our job is far more important.""",-1
"""well, i'll be damned... that's old dan morgan. we went to pre-school together.",6
"if they get any closer, then i'm calling my mom",-1
mom said when we're done we have to go back to congress.,-1
your mother rode a porch swing!,-1
what time did mom say we had to be home for supper?,108
"well, the wife's the one who told me to get a hobby.",0
thanks for agreeing to be the posse in my daughter's school play!,-1
my daughter would know what to do,-1
hey! i shot you! no fair! mom!,-1
"sheriff, just heard your mom call, you best get off of that horse and head home.",-1
i'm telling mom!,-1
my mom wants to know if we want to have lunch after.,-1
mom says i get to be sheriff after our nap.,-1
"johnson, cancel ""take your daughter's horse to work"" day next year!",-1
mom said i get to win this time.,-1
"if wives ask, we were playing poker.",-1
my mom says i have to be home from the roundup by supper time.,108
...this sure beats spinning class with the wives!,0
my little girls ride faster than you slickers.,151
hey! ya mother's callin' ya!,73
"my mom says you'll never catch us, flatfoot!",267
"hey, guys, i think mom is calling us in for dinner!",108
we've gotta hang on until mom gets home!,-1
mom said we have to home by six!,-1
trotters can't gallop! i'm tellin' mom!,-1
summer school for cowboy dropouts,2
do you think your mom will let you sleep over tonight?,-1
"now i see why my mother told me to be a doctor, lawyer, or such.",-1
"so my daughter tells me we should be worried about this thing called ""the cloud"".",282
clem! it's like you said: satchel paige was right.,-1
woman with baby carriage? where?,149
my wife thinks i'm off my rocker for doing this.,0
forget the speed limit––she has a mind of her own.,-1
my mother really does wear army boots.,81
i'm sure glad mom bought us those extra caps.,241
"there a might ways back, but gaining. put the spurs to her before they overtake us.",-1
"i thought you meant butch and sundance, not holly hobby !?!",-1
mom says we have to be home in time for dinner.,108
what would my wife say about this..?,0
she'll be coming 'round the mountain!,277
you move your hips like a woman,-1
if my grandmother had wheels she'd be a wagon !,345
"i swear, sheriff! she said she was eight!",-1
this'll never work as a political cartoon unless we rassle up a lady rider!,-1
"sheriff callie, her kemosabe-on hobbies hobin and robin...",-1
follow me one down to the bridge by the fountain! lucy is waiting with the marshmallow pies!,102
i'm parched. reckon we have time for a whiskey before the girls are finished with spin class?,-1
looks like our ex-wife is on our again.,0
holly hobby sold us out for a couple of pop rocks,-1
and your mother wears army boots!,81
"she says it's futile, and this job is going nowhere",105
is hillary ahead or behind?,5
curing your fear of women was much less painful.,3
"well, my wife thinks i'm just accident-prone.",0
what makes you think your mother is driving the train?,-1
have some faith - we stopped it the first time,76
your mother hated you.,16
this time? jennifer's tuition.,337
i'm starting to lose faith in our hmo.,-1
i'm starting to believe our wives are trying to kill us.,0
"before my wife made engineer, we had to live all over the place!",-1
so what do you think about the new adele song?,-1
"you're right, it's hard to pin that one on mom.",-1
now let's try exploring your relationship with betty lou without using props.,92
she said it should help our ptsd.,-1
"as far back as i can remember, my mom would always say ""tommy, you just never learn, do you?""",-1
so then she said it was time for 'exposure therapy'...,84
"usually it's a little girl telling me i can fly, but whatever.",-1
my wife says i'm careless but i tell her i just have really bad luck.,0
she self-identifies as a monorail.,-1
"i had a great job and a wonderful girlfriend in paris, but i missed all this.",-1
just finished reading anna karenina. i'll text her back.,6
"doctor,my wife says i'm a train wreck waiting to happen",181
"might get a little chilly at night but wait til they crank her up, it's positively invigorating.",291
i'm beginning to suspect our wives' retirement suggestions.,-1
next stop: tell me about your mother.,16
"you see, dr., my mother never loved me...",-1
"maybe giving dinah that banjo was a mistake. why, she hasn't blown her horn in months!",313
"i know she has a tendency to roll-over you, but lets see if we can get this relationship back on track.",-1
is she smiling on us?,348
"i thought it might be less painful for us both, if we shifted track away from your mother.",-1
she's right - it could be a double entendre,-1
"if you hurt me, i'm telling my mother.",130
leave nothing to my wife.,0
i guess we shouldn't have told her the sandwiches were soggy.,9
i never promised that living on the wrong side of the tracks would be a rose garden!,29
tell me about your mother.,16
"so, this too is your mother's fault.",271
"when she said the pain management clinic is on the d line, she didn't mean on the d line.",-1
get ready for the mother of all repetitive motion injuries.,-1
i'm beginning to think that she was lying when she said this was a safe space...,154
"so after that base jump incident, she asks me, ""if ernie sat on the tracks would i?",-1
do you suppose our fascination with madam caboose here is anything like the feelings ahab had for moby dick?,155
ever read 'anna karenina'?,6
counter-transference schmounter-transference. let's stick with your attachment to your mother.,-1
her round trip ticket also cost an arm and a leg.,49
"here she is, right on time.",-1
hanna and sophia give up as feminists.,-1
"going out on our own eames like we said we would, helen",46
when my ex-wife said she was taking my vitra lounger i knew that this is the only solution.,53
"i promise the ""d"" train does not symbolize your mother.",-1
"i hope your ex was right, when she said, ""third time's a charm!""",-1
