Occupation,Contests_Normal,Contests_Uncanny,Contests_Question,Contests_Total,Num_Normal,Num_Uncanny,Num_Question,Num_Total,Normal_Text,Uncanny_Text,Question_Text,Location
office machine operator,[],[],[],[],0,0,0,0,,,,
office machine repairer,[],[],[],[],0,0,0,0,,,,
office occupation,[],[],[],[],0,0,0,0,,,,
office worker,[71],[],[],[71],1,0,0,1,,,,
operating engineers operator,[],[],[],[],0,0,0,0,,,,
operating worker,[],[],[],[],0,0,0,0,,,,
operations research analyst,[],[],[],[],0,0,0,0,,,,
operations specialties manager,[],[],[],[],0,0,0,0,,,,
operations technologist,[],[],[],[],0,0,0,0,,,,
operations technician,[],[],[],[],0,0,0,0,,,,
ophthalmic laboratory technician,[],[],[],[],0,0,0,0,,,,
ophthalmic medical technician,[],[],[],[],0,0,0,0,,,,
oral surgeon,[],[],[],[],0,0,0,0,,,,
order clerk,[],[],[],[],0,0,0,0,,,,
order filler,[],[],[],[],0,0,0,0,,,,
orderlies aide,[],[],[],[],0,0,0,0,,,,
other agricultural manager,[],[],[],[],0,0,0,0,,,,
other community specialist,[],[],[],[],0,0,0,0,,,,
other construction equipment operator,[],[],[],[],0,0,0,0,,,,
other construction worker,[],[],[],[],0,0,0,0,,,,
other educational instruction occupation,[],[],[],[],0,0,0,0,,,,
other food preparation worker,[],[],[],[],0,0,0,0,,,,
other healthcare practitioners occupation,[],[],[],[],0,0,0,0,,,,
other healthcare support occupation,[],[],[],[],0,0,0,0,,,,
other installation occupation,[],[],[],[],0,0,0,0,,,,
other judicial worker,[],[],[],[],0,0,0,0,,,,
other machine assembler,[],[],[],[],0,0,0,0,,,,
other management occupation,[],[],[],[],0,0,0,0,,,,
other meat processing worker,[],[],[],[],0,0,0,0,,,,
other office worker,[71],[],[],[71],1,0,0,1,,,,
other personal care worker,[],[],[],[],0,0,0,0,,,,
other production occupation,[],[],[],[],0,0,0,0,,,,
other protective service worker,[],[],[],[],0,0,0,0,,,,
other recreational protective service worker,[],[],[],[],0,0,0,0,,,,
other sales worker,[],[],[],[],0,0,0,0,,,,
other small engine mechanic,[],[],[],[],0,0,0,0,,,,
other sports official,[],[],[],[],0,0,0,0,,,,
other teacher,[],[],[],[],0,0,0,0,,,,
other instructor,[],[],[],[],0,0,0,0,,,,
other transportation worker,[],[],[],[],0,0,0,0,,,,
outdoor power equipment mechanic,[],[],[],[],0,0,0,0,,,,
oven operator,[],[],[],[],0,0,0,0,,,,
oven tender,[],[],[],[],0,0,0,0,,,,
packager,[],[],[],[],0,0,0,0,,,,
packaging tender,[],[],[],[],0,0,0,0,,,,
packer,[],[],[],[],0,0,0,0,,,,
"painters, construction",[],[],[],[],0,0,0,0,,,,
"painters, maintenance",[],[],[],[],0,0,0,0,,,,
"painting machine setters, operator",[],[],[],[],0,0,0,0,,,,
painting worker,[],[],[],[],0,0,0,0,,,,
"paper goods machine setters, operator",[],[],[],[],0,0,0,0,,,,
paperhangers mason,[],[],[],[],0,0,0,0,,,,
paralegals assistant,[],[],[],[],0,0,0,0,,,,
parking attendant,[],[],[],[],0,0,0,0,,,,
parking enforcement worker,[],[],[],[],0,0,0,0,,,,
parts salesperson,[],[],[],[],0,0,0,0,,,,
passenger attendant,[],[],[],[],0,0,0,0,,,,
passenger vehicle driver,[],[],[],[],0,0,0,0,,,,
"patternmakers, metal",[],[],[],[],0,0,0,0,,,,
"patternmakers, plastic",[],[],[],[],0,0,0,0,,,,
paving equipment operator,[],[],[],[],0,0,0,0,,,,
pediatric surgeon,[],[],[],[],0,0,0,0,,,,
"performers, worker",[],[],[],[],0,0,0,0,,,,
related worker,[],[],[],[],0,0,0,0,,,,
personal appearance worker,[],[],[],[],0,0,0,0,,,,
personal care aide,[],[],[],[],0,0,0,0,,,,
personal assistants aide,[],[],[],[],0,0,0,0,,,,
personal care occupation,[],[],[],[],0,0,0,0,,,,
personal care worker,[],[],[],[],0,0,0,0,,,,
personal financial advisor,[],[],[],[],0,0,0,0,,,,
personal service manager,[],[],[],[],0,0,0,0,,,,
pest control worker,[],[],[],[],0,0,0,0,,,,
"pesticide handlers, sprayers,",[],[],[],[],0,0,0,0,,,,
"pesticide handlers, applicator",[],[],[],[],0,0,0,0,,,,
"petroleum pump system operators, refinery operator",[],[],[],[],0,0,0,0,,,,
pharmacy aide,[],[],[],[],0,0,0,0,,,,
philosophy teacher,[],[],[],[],0,0,0,0,,,,
photographic equipment repairer,[],[],[],[],0,0,0,0,,,,
photographic process workers operator,[],[],[],[],0,0,0,0,,,,
physical science occupation,[],[],[],[],0,0,0,0,,,,
physical science technician,[],[],[],[],0,0,0,0,,,,
physical sciences teacher,[],[],[],[],0,0,0,0,,,,
physical scientist,[],[],[],[],0,0,0,0,,,,
physical therapist aide,[],[],[],[],0,0,0,0,,,,
physical therapist assistant,[],[],[],[],0,0,0,0,,,,
physics teacher,[],[],[],[],0,0,0,0,,,,
pile driver operator,[],[],[],[],0,0,0,0,,,,
pilots of water vessel,[],[],[],[],0,0,0,0,,,,
"pipelayers, plumbers, pipefitter",[],[],[],[],0,0,0,0,,,,
planning clerk,[],[],[],[],0,0,0,0,,,,
plant operator,[],[],[],[],0,0,0,0,,,,
plant scientist,[],[],[],[],0,0,0,0,,,,
plasterers mason,[],[],[],[],0,0,0,0,,,,
plastic worker,[],[],[],[],0,0,0,0,,,,
"plating machine setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
"plumbers, pipefitter",[],[],[],[],0,0,0,0,,,,
policy processing clerk,[],[],[],[],0,0,0,0,,,,
"polishing machine setters, operator",[],[],[],[],0,0,0,0,,,,
"polishing machine tool setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
polishing worker,[],[],[],[],0,0,0,0,,,,
political science teacher,[],[],[],[],0,0,0,0,,,,
postal service clerk,[],[],[],[],0,0,0,0,,,,
postal service mail carrier,[],[],[],[],0,0,0,0,,,,
postal service mail sorters machine operator,[],[],[],[],0,0,0,0,,,,
postal service worker,[],[],[],[],0,0,0,0,,,,
posting clerk,[],[],[],[],0,0,0,0,,,,
postmasters superintendent,[],[],[],[],0,0,0,0,,,,
postsecondary teacher,[],[],[],[],0,0,0,0,,,,
poultry cutter,[],[],[],[],0,0,0,0,,,,
poultry trimmer,[],[],[],[],0,0,0,0,,,,
poultry processing worker,[],[],[],[],0,0,0,0,,,,
power distributor,[],[],[],[],0,0,0,0,,,,
power dispatcher,[],[],[],[],0,0,0,0,,,,
power plant operator,[],[],[],[],0,0,0,0,,,,
"power plant operators, distributor",[],[],[],[],0,0,0,0,,,,
power tool repairer,[],[],[],[],0,0,0,0,,,,
precious worker,[],[],[],[],0,0,0,0,,,,
metal worker,[],[],[],[],0,0,0,0,,,,
"precipitating machine setters, operator",[],[],[],[],0,0,0,0,,,,
precision instrument repairer,[],[],[],[],0,0,0,0,,,,
preparers agent,[],[],[],[],0,0,0,0,,,,
prepress worker,[],[],[],[],0,0,0,0,,,,
preschool education teacher,[],[],[],[],0,0,0,0,,,,
preschool teacher,[],[],[],[],0,0,0,0,,,,
"preschool teachers, except special education",[],[],[],[],0,0,0,0,,,,
"press machine setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
pressers material,[],[],[],[],0,0,0,0,,,,
"pressing machine setters, operator",[],[],[],[],0,0,0,0,,,,
prevention specialist,[],[],[],[],0,0,0,0,,,,
prevention worker,[],[],[],[],0,0,0,0,,,,
print binding worker,[],[],[],[],0,0,0,0,,,,
printing press operator,[],[],[],[],0,0,0,0,,,,
private investigator,[],[],[],[],0,0,0,0,,,,
probation officers specialist,[],[],[],[],0,0,0,0,,,,
processing machine operator,[],[],[],[],0,0,0,0,,,,
processors machine operator,[],[],[],[],0,0,0,0,,,,
procurement clerk,[],[],[],[],0,0,0,0,,,,
product promoter,[],[],[],[],0,0,0,0,,,,
production clerk,[],[],[],[],0,0,0,0,,,,
production occupation,[],[],[],[],0,0,0,0,,,,
production worker,[],[],[],[],0,0,0,0,,,,
project management specialist,[],[],[],[],0,0,0,0,,,,
promotions manager,[],[],[],[],0,0,0,0,,,,
proofreaders marker,[],[],[],[],0,0,0,0,,,,
property assessor,[],[],[],[],0,0,0,0,,,,
property association manager,[],[],[],[],0,0,0,0,,,,
protection technician,[],[],[],[],0,0,0,0,,,,
protective service occupation,[],[],[],[],0,0,0,0,,,,
protective service worker,[],[],[],[],0,0,0,0,,,,
psychiatric aide,[],[],[],[],0,0,0,0,,,,
psychiatric technician,[],[],[],[],0,0,0,0,,,,
psychology teacher,[],[],[],[],0,0,0,0,,,,
public safety telecommunicator,[],[],[],[],0,0,0,0,,,,
"pump operators, except wellhead pumper",[],[],[],[],0,0,0,0,,,,
pumping station operator,[],[],[],[],0,0,0,0,,,,
"punching machine setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
radio disc jockey,[],[],[],[],0,0,0,0,,,,
radio equipment installer,[],[],[],[],0,0,0,0,,,,
radio equipment repairer,[],[],[],[],0,0,0,0,,,,
radio repairer,[],[],[],[],0,0,0,0,,,,
radiologic technologist,[],[],[],[],0,0,0,0,,,,
radiologic technician,[],[],[],[],0,0,0,0,,,,
rail car repairer,[],[],[],[],0,0,0,0,,,,
rail transportation worker,[],[],[],[],0,0,0,0,,,,
"rail yard engineers, dinkey operator",[],[],[],[],0,0,0,0,,,,
rail-track laying operator,[],[],[],[],0,0,0,0,,,,
railroad brake operators firer,[],[],[],[],0,0,0,0,,,,
railroad conductor,[],[],[],[],0,0,0,0,,,,
railroad yardmaster,[],[],[],[],0,0,0,0,,,,
railroad police,[],[],[],[],0,0,0,0,,,,
ranch animal,[],[],[],[],0,0,0,0,,,,
ranchers agricultural manager,[],[],[],[],0,0,0,0,,,,
real estate association manager,[],[],[],[],0,0,0,0,,,,
real estate broker,[],[],[],[],0,0,0,0,,,,
real estate brokers agent,[],[],[],[],0,0,0,0,,,,
real estate sales agent,[],[],[],[],0,0,0,0,,,,
rebar worker,[],[],[],[],0,0,0,0,,,,
receiving clerk,[],[],[],[],0,0,0,0,,,,
receptionists clerk,[],[],[],[],0,0,0,0,,,,
record clerk,[],[],[],[],0,0,0,0,,,,
recreation manager,[],[],[],[],0,0,0,0,,,,
recreation teacher,[],[],[],[],0,0,0,0,,,,
recreation worker,[],[],[],[],0,0,0,0,,,,
"recreation workers, except gambling service",[],[],[],[],0,0,0,0,,,,
recreational vehicle service technician,[],[],[],[],0,0,0,0,,,,
recyclable material collector,[],[],[],[],0,0,0,0,,,,
referees sports official,[],[],[],[],0,0,0,0,,,,
refractory materials repairer,[],[],[],[],0,0,0,0,,,,
refrigeration mechanic,[],[],[],[],0,0,0,0,,,,
refrigeration installer,[],[],[],[],0,0,0,0,,,,
regional planner,[],[],[],[],0,0,0,0,,,,
rehabilitation counselor,[],[],[],[],0,0,0,0,,,,
reinforcing iron worker,[],[],[],[],0,0,0,0,,,,
related material,[],[],[],[],0,0,0,0,,,,
related occupation,[],[],[],[],0,0,0,0,,,,
related repairer,[],[],[],[],0,0,0,0,,,,
religion teacher,[],[],[],[],0,0,0,0,,,,
religious worker,[],[],[],[],0,0,0,0,,,,
rental clerk,[],[],[],[],0,0,0,0,,,,
rental salesperson,[],[],[],[],0,0,0,0,,,,
repair occupation,[],[],[],[],0,0,0,0,,,,
repair worker,[],[],[],[],0,0,0,0,,,,
"repairers, except line installer",[],[],[],[],0,0,0,0,,,,
reservation clerk,[],[],[],[],0,0,0,0,,,,
residential advisor,[],[],[],[],0,0,0,0,,,,
resort desk clerk,[],[],[],[],0,0,0,0,,,,
respiratory therapist,[],[],[],[],0,0,0,0,,,,
restaurant shop,[],[],[],[],0,0,0,0,,,,
retail sales worker,[],[],[],[],0,0,0,0,,,,
retail salesperson,[],[],[],[],0,0,0,0,,,,
revenue agent,[],[],[],[],0,0,0,0,,,,
rigging assembler,[],[],[],[],0,0,0,0,,,,
rock splitter,[],[],[],[],0,0,0,0,,,,
"rolling machine setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
roof bolter,[],[],[],[],0,0,0,0,,,,
"rotary drill operators, oil",[],[],[],[],0,0,0,0,,,,
"rotary drill operators, ga",[],[],[],[],0,0,0,0,,,,
"rotary drill unit operators, oil",[],[],[],[],0,0,0,0,,,,
"rotary drill unit operators, ga",[],[],[],[],0,0,0,0,,,,
"roustabouts, oil",[],[],[],[],0,0,0,0,,,,
"roustabouts, ga",[],[],[],[],0,0,0,0,,,,
safe repairer,[],[],[],[],0,0,0,0,,,,
"safety engineers, except mining safety engineer",[],[],[],[],0,0,0,0,,,,
"safety engineers, except mining safety inspector",[],[],[],[],0,0,0,0,,,,
safety specialist,[],[],[],[],0,0,0,0,,,,
safety technician,[],[],[],[],0,0,0,0,,,,
sailors oiler,[],[],[],[],0,0,0,0,,,,
sales agent,[],[],[],[],0,0,0,0,,,,
sales occupation,[],[],[],[],0,0,0,0,,,,
"sales representatives of services, except advertising, insurance, financial service",[],[],[],[],0,0,0,0,,,,
"sales representatives, wholesale",[],[],[],[],0,0,0,0,,,,
"sales representatives, manufacturing",[],[],[],[],0,0,0,0,,,,
"sales representatives, wholesale product",[],[],[],[],0,0,0,0,,,,
sales worker,[],[],[],[],0,0,0,0,,,,
"sawing machine setters, operators,",[],[],[],[],0,0,0,0,,,,
"sawing machine setters, tender",[],[],[],[],0,0,0,0,,,,
scheduling worker,[],[],[],[],0,0,0,0,,,,
school bus monitor,[],[],[],[],0,0,0,0,,,,
school psychologist,[],[],[],[],0,0,0,0,,,,
school social worker,[],[],[],[],0,0,0,0,,,,
secondary education teacher,[],[],[],[],0,0,0,0,,,,
"secondary school teachers, except special education",[],[],[],[],0,0,0,0,,,,
secretaries assistant,[],[],[],[],0,0,0,0,,,,
secretaries medical,[],[],[],[],0,0,0,0,,,,
securities services sales agent,[],[],[],[],0,0,0,0,,,,
security guards officer,[],[],[],[],0,0,0,0,,,,
security installer,[],[],[],[],0,0,0,0,,,,
self-enrichment teacher,[],[],[],[],0,0,0,0,,,,
semiconductor processing technician,[],[],[],[],0,0,0,0,,,,
"separating machine setters, operator",[],[],[],[],0,0,0,0,,,,
septic tank servicers cleaner,[],[],[],[],0,0,0,0,,,,
service occupation,[],[],[],[],0,0,0,0,,,,
service technician,[],[],[],[],0,0,0,0,,,,
"service unit operators, oil",[],[],[],[],0,0,0,0,,,,
"service unit operators, ga",[],[],[],[],0,0,0,0,,,,
service worker,[],[],[],[],0,0,0,0,,,,
serving related occupation,[],[],[],[],0,0,0,0,,,,
serving related worker,[],[],[],[],0,0,0,0,,,,
serving worker,[],[],[],[],0,0,0,0,,,,
sewer pipe cleaner,[],[],[],[],0,0,0,0,,,,
shampooer,[],[],[],[],0,0,0,0,,,,
sheriff's patrol officer,[],[],[],[],0,0,0,0,,,,
ship engineer,[],[],[],[],0,0,0,0,,,,
ship loader,[],[],[],[],0,0,0,0,,,,
ship operator,[],[],[],[],0,0,0,0,,,,
shipping clerk,[],[],[],[],0,0,0,0,,,,
shoe machine operator,[],[],[],[],0,0,0,0,,,,
shoe machine tender,[],[],[],[],0,0,0,0,,,,
shoe worker,[],[],[],[],0,0,0,0,,,,
shuttle driver,[],[],[],[],0,0,0,0,,,,
shuttle chauffeur,[],[],[],[],0,0,0,0,,,,
signal operators firer,[],[],[],[],0,0,0,0,,,,
signal repairer,[],[],[],[],0,0,0,0,,,,
simultaneous captioner,[],[],[],[],0,0,0,0,,,,
singers worker,[],[],[],[],0,0,0,0,,,,
ski patrol recreational protective service worker,[],[],[],[],0,0,0,0,,,,
skincare specialist,[],[],[],[],0,0,0,0,,,,
slaughterers packer,[],[],[],[],0,0,0,0,,,,
"slicing machine setters, operator",[],[],[],[],0,0,0,0,,,,
small engine mechanic,[],[],[],[],0,0,0,0,,,,
social assistant,[],[],[],[],0,0,0,0,,,,
social manager,[],[],[],[],0,0,0,0,,,,
social science occupation,[],[],[],[],0,0,0,0,,,,
social science research assistant,[],[],[],[],0,0,0,0,,,,
social science technician,[],[],[],[],0,0,0,0,,,,
social sciences teacher,[],[],[],[],0,0,0,0,,,,
"social sciences teachers, postsecondary",[],[],[],[],0,0,0,0,,,,
social scientists worker,[],[],[],[],0,0,0,0,,,,
social service occupation,[],[],[],[],0,0,0,0,,,,
social service specialist,[],[],[],[],0,0,0,0,,,,
social work teacher,[],[],[],[],0,0,0,0,,,,
social workers community specialist,[],[],[],[],0,0,0,0,,,,
sociology teacher,[],[],[],[],0,0,0,0,,,,
software programmer,[],[],[],[],0,0,0,0,,,,
software quality assurance analyst,[],[],[],[],0,0,0,0,,,,
software quality assurance tester,[],[],[],[],0,0,0,0,,,,
solar photovoltaic installer,[],[],[],[],0,0,0,0,,,,
"soldering machine setters, operator",[],[],[],[],0,0,0,0,,,,
soldering worker,[],[],[],[],0,0,0,0,,,,
sorter,[],[],[],[],0,0,0,0,,,,
sound engineering technician,[],[],[],[],0,0,0,0,,,,
sound technician,[],[],[],[],0,0,0,0,,,,
space sciences teacher,[],[],[],[],0,0,0,0,,,,
space scientist,[],[],[],[],0,0,0,0,,,,
special education teacher,[],[],[],[],0,0,0,0,,,,
"special education teachers, kindergarten school",[],[],[],[],0,0,0,0,,,,
special effects animator,[],[],[],[],0,0,0,0,,,,
sports book writer,[],[],[],[],0,0,0,0,,,,
sports book runner,[],[],[],[],0,0,0,0,,,,
sports competitor,[],[],[],[],0,0,0,0,,,,
sports occupation,[],[],[],[],0,0,0,0,,,,
"spraying machine setters, operator",[],[],[],[],0,0,0,0,,,,
stationary engineers operator,[],[],[],[],0,0,0,0,,,,
steel worker,[],[],[],[],0,0,0,0,,,,
"still machine setters, operator",[],[],[],[],0,0,0,0,,,,
stock mover,[],[],[],[],0,0,0,0,,,,
stockers filler,[],[],[],[],0,0,0,0,,,,
stone setter,[],[],[],[],0,0,0,0,,,,
stonemasons setter,[],[],[],[],0,0,0,0,,,,
storage manager,[],[],[],[],0,0,0,0,,,,
street vendors worker,[],[],[],[],0,0,0,0,,,,
streetcar operator,[],[],[],[],0,0,0,0,,,,
structural iron worker,[],[],[],[],0,0,0,0,,,,
structural metal fabricator,[],[],[],[],0,0,0,0,,,,
structural metal fitter,[],[],[],[],0,0,0,0,,,,
stucco mason,[],[],[],[],0,0,0,0,,,,
substance abuse health counselor,[],[],[],[],0,0,0,0,,,,
substance abuse social worker,[],[],[],[],0,0,0,0,,,,
"substitute teachers, short-term",[],[],[],[],0,0,0,0,,,,
subway operator,[],[],[],[],0,0,0,0,,,,
supervisors of building worker,[],[],[],[],0,0,0,0,,,,
supervisors of construction worker,[],[],[],[],0,0,0,0,,,,
supervisors of farming worker,[],[],[],[],0,0,0,0,,,,
supervisors of food preparation worker,[],[],[],[],0,0,0,0,,,,
supervisors of installation worker,[],[],[],[],0,0,0,0,,,,
supervisors of office worker,[],[],[],[],0,0,0,0,,,,
supervisors of personal care worker,[],[],[],[],0,0,0,0,,,,
supervisors of production worker,[],[],[],[],0,0,0,0,,,,
supervisors of protective service worker,[],[],[],[],0,0,0,0,,,,
supervisors of sales worker,[],[],[],[],0,0,0,0,,,,
supervisors of transportation worker,[],[],[],[],0,0,0,0,,,,
surface mining machine operators driller,[],[],[],[],0,0,0,0,,,,
surfaces assembler,[],[],[],[],0,0,0,0,,,,
surfacing equipment operator,[],[],[],[],0,0,0,0,,,,
surgical assistant,[],[],[],[],0,0,0,0,,,,
surgical technologist,[],[],[],[],0,0,0,0,,,,
survey researcher,[],[],[],[],0,0,0,0,,,,
"surveyors, cartographer",[],[],[],[],0,0,0,0,,,,
switch operators firer,[],[],[],[],0,0,0,0,,,,
"switchboard operators, including answering service",[],[],[],[],0,0,0,0,,,,
system operator,[],[],[],[],0,0,0,0,,,,
systems assembler,[],[],[],[],0,0,0,0,,,,
tailors sewer,[],[],[],[],0,0,0,0,,,,
"tailors, dressmaker",[],[],[],[],0,0,0,0,,,,
tamping equipment operator,[],[],[],[],0,0,0,0,,,,
tank car loader,[],[],[],[],0,0,0,0,,,,
tax examiners agent,[],[],[],[],0,0,0,0,,,,
teaching assistant,[],[],[],[],0,0,0,0,,,,
technical occupation,[],[],[],[],0,0,0,0,,,,
technical worker,[],[],[],[],0,0,0,0,,,,
"technicians, except drafter",[],[],[],[],0,0,0,0,,,,
telecommunications equipment installer,[],[],[],[],0,0,0,0,,,,
telecommunications equipment repairer,[],[],[],[],0,0,0,0,,,,
telecommunications equipment installers installer,[],[],[],[],0,0,0,0,,,,
telecommunications line installer,[],[],[],[],0,0,0,0,,,,
telecommunications line repairer,[],[],[],[],0,0,0,0,,,,
telemarketer,[],[],[],[],0,0,0,0,,,,
telephone operator,[],[],[],[],0,0,0,0,,,,
television camera operator,[],[],[],[],0,0,0,0,,,,
television camera editor,[],[],[],[],0,0,0,0,,,,
"tenders, metal",[],[],[],[],0,0,0,0,,,,
"tenders, plastic",[],[],[],[],0,0,0,0,,,,
terrazzo worker,[],[],[],[],0,0,0,0,,,,
terrazzo finisher,[],[],[],[],0,0,0,0,,,,
textile bleaching tender,[],[],[],[],0,0,0,0,,,,
"textile cutting machine setters, operator",[],[],[],[],0,0,0,0,,,,
textile knitting operator,[],[],[],[],0,0,0,0,,,,
"textile machine setters, operator",[],[],[],[],0,0,0,0,,,,
textile material,[],[],[],[],0,0,0,0,,,,
"textile winding out machine setters, operator",[],[],[],[],0,0,0,0,,,,
textile worker,[],[],[],[],0,0,0,0,,,,
ticket taker,[],[],[],[],0,0,0,0,,,,
tile installer,[],[],[],[],0,0,0,0,,,,
tile finisher,[],[],[],[],0,0,0,0,,,,
tile setter,[],[],[],[],0,0,0,0,,,,
timekeeping clerk,[],[],[],[],0,0,0,0,,,,
timing device assembler,[],[],[],[],0,0,0,0,,,,
timing device adjuster,[],[],[],[],0,0,0,0,,,,
tire builder,[],[],[],[],0,0,0,0,,,,
tire repairer,[],[],[],[],0,0,0,0,,,,
tire changer,[],[],[],[],0,0,0,0,,,,
"title examiners, abstractor",[],[],[],[],0,0,0,0,,,,
tobacco roasting machine operator,[],[],[],[],0,0,0,0,,,,
tobacco roasting machine tender,[],[],[],[],0,0,0,0,,,,
"tool grinders, filer",[],[],[],[],0,0,0,0,,,,
top executive,[],[],[],[],0,0,0,0,,,,
tour guide,[],[],[],[],0,0,0,0,,,,
tower equipment installer,[],[],[],[],0,0,0,0,,,,
tower equipment repairer,[],[],[],[],0,0,0,0,,,,
tower operator,[],[],[],[],0,0,0,0,,,,
track switch repairer,[],[],[],[],0,0,0,0,,,,
tractor operator,[],[],[],[],0,0,0,0,,,,
tractor-trailer truck driver,[],[],[],[],0,0,0,0,,,,
traffic technician,[],[],[],[],0,0,0,0,,,,
training manager,[],[],[],[],0,0,0,0,,,,
training specialist,[],[],[],[],0,0,0,0,,,,
transit police,[],[],[],[],0,0,0,0,,,,
transportation inspector,[],[],[],[],0,0,0,0,,,,
transportation manager,[],[],[],[],0,0,0,0,,,,
transportation occupation,[],[],[],[],0,0,0,0,,,,
transportation security screener,[],[],[],[],0,0,0,0,,,,
transportation service attendant,[],[],[],[],0,0,0,0,,,,
transportation clerk,[],[],[],[],0,0,0,0,,,,
travel clerk,[],[],[],[],0,0,0,0,,,,
transportation worker,[],[],[],[],0,0,0,0,,,,
travel guide,[],[],[],[],0,0,0,0,,,,
tree trimmer,[],[],[],[],0,0,0,0,,,,
tree pruner,[],[],[],[],0,0,0,0,,,,
truck loader,[],[],[],[],0,0,0,0,,,,
truck engine specialist,[],[],[],[],0,0,0,0,,,,
diesel engine specialist,[],[],[],[],0,0,0,0,,,,
"twisting out machine setters, operator",[],[],[],[],0,0,0,0,,,,
umpires sports official,[],[],[],[],0,0,0,0,,,,
umpires worker,[],[],[],[],0,0,0,0,,,,
underground mining machine operator,[],[],[],[],0,0,0,0,,,,
undertakers arranger,[],[],[],[],0,0,0,0,,,,
ushers taker,[],[],[],[],0,0,0,0,,,,
valve installer,[],[],[],[],0,0,0,0,,,,
valve repairer,[],[],[],[],0,0,0,0,,,,
valve except mechanical door,[],[],[],[],0,0,0,0,,,,
